city,date,pm2.5,pm10,no,no2,nox,nh3,co,so2,o3,aqi
Mumbai,12/8/2017,38.97,36.23,9.37,30.55,8.64,16.47,0,6.97,10.19,84
Patna,12/8/2017,38.97,36.23,9.37,30.55,8.64,16.47,0,6.97,10.19,84
Thiruvananthapuram,12/8/2017,21.49,44.62,2.03,7.14,5.44,16.47,0.96,4.39,22.88,56
Visakhapatnam,12/8/2017,21.49,44.62,2.03,7.14,0,16.47,0,4.39,22.88,56
Ahmedabad,13-08-2017,21.49,44.62,2.03,7.14,0,16.47,0,4.39,22.88,56
Amritsar,13-08-2017,38.68,260.46,6.22,18.44,0,8.16,0.66,6.86,7.06,215
Bengaluru,13-08-2017,4.69,116.59,16.42,32.78,0,8.16,1.14,4.6,23.74,67
Chennai,13-08-2017,23.87,116.59,4.56,12.5,8.55,8.16,0,4.82,19.55,55
Delhi,13-08-2017,23.87,116.59,4.56,12.5,0,8.16,0,4.82,19.55,55
Gurugram,13-08-2017,34.22,116.59,0.42,30.23,0,8.16,0.88,7.08,30.96,79
Hyderabad,13-08-2017,17.08,37.86,9.71,15.64,9.5,6.28,0.22,4.33,26.67,55
Jaipur,13-08-2017,28.29,84.76,2.51,29.39,9.5,16.15,0.53,5.43,24.65,78
Jorapokhar,13-08-2017,28.29,54.73,6.75,7.84,9.5,16.15,0.53,13.9,24.65,78
Lucknow,13-08-2017,46.39,54.73,6.52,24.96,9.5,16.15,1.16,6.86,8.89,81
Mumbai,13-08-2017,46.39,54.73,6.52,24.96,9.5,16.15,0,6.86,8.89,81
Patna,13-08-2017,46.39,54.73,6.52,24.96,9.5,16.15,0,6.86,8.89,81
Thiruvananthapuram,13-08-2017,31.15,66.18,1.97,5.99,4.78,16.15,0.93,4.57,21.49,58
Visakhapatnam,13-08-2017,31.15,66.18,1.97,5.99,0,16.15,0,4.57,21.49,58
Ahmedabad,14-08-2017,31.15,66.18,1.97,5.99,0,16.15,0,4.57,21.49,58
Amritsar,14-08-2017,21.38,69.39,5.75,15.67,0,10.2,0.67,6.71,8.2,139
Bengaluru,14-08-2017,19.41,115.3,12.81,32.52,0,22.95,0.96,4.92,26.54,82
Chennai,14-08-2017,52.24,115.3,4.39,11.81,8.15,22.95,0.26,5.45,18.83,80
Delhi,14-08-2017,26.54,115.3,27.43,88.07,6.42,34.8,0,5.45,18.83,80
Gurugram,14-08-2017,40.09,115.3,0.26,30.14,6.42,34.8,0.85,5.97,25.89,84
Hyderabad,14-08-2017,20.36,40.24,8.48,14.29,7.96,6.99,0.23,5.62,29.5,60
Jaipur,14-08-2017,40.2,107.44,2.61,30.08,7.96,16.33,0.77,6.46,22.28,92
Jorapokhar,14-08-2017,40.2,97.64,6.47,8.33,7.96,16.33,0.77,14.57,22.28,92
Lucknow,14-08-2017,119.08,97.64,14.02,27.26,7.96,16.33,1.33,7.16,9.1,175
Mumbai,14-08-2017,119.08,97.64,14.02,27.26,7.96,16.33,0,7.16,9.1,175
Patna,14-08-2017,119.08,97.64,14.02,27.26,7.96,16.33,0,7.16,9.1,175
Thiruvananthapuram,14-08-2017,31.42,73.12,1.97,7.69,5.69,16.33,0.97,2.91,8,74
Visakhapatnam,14-08-2017,31.42,73.12,1.97,7.69,0,16.33,0,2.91,8,74
Ahmedabad,15-08-2017,31.42,73.12,1.97,7.69,0,16.33,0,2.91,8,74
Amritsar,15-08-2017,36.69,114.7,3.79,14.14,0,11.41,0.78,7,8.14,92
Bengaluru,15-08-2017,20.88,68.12,14.75,29.7,0,24.17,0.64,5.4,7.35,70
Chennai,15-08-2017,34.61,68.12,3.71,10.35,7.03,24.17,0.59,4.65,14.91,86
Delhi,15-08-2017,30.12,68.12,13.21,49.91,6.85,18.69,0,4.65,14.91,59
Gurugram,15-08-2017,38.83,68.12,0.09,30.16,6.85,18.69,0.96,4.94,32.28,69
Hyderabad,15-08-2017,16.4,44.14,8.25,13.37,8.5,4.82,0.22,5.23,28.81,58
Jaipur,15-08-2017,39.21,122.7,2.55,30.34,8.5,16.44,0.8,5.46,23.83,116
Jorapokhar,15-08-2017,39.21,122.7,2.55,30.34,8.5,16.44,0.8,5.46,23.83,116
Lucknow,15-08-2017,50.79,122.7,7.19,27.91,8.5,16.44,1.48,6.77,9.68,134
Mumbai,15-08-2017,50.79,122.7,7.19,27.91,8.5,16.44,0,6.77,9.68,134
Patna,15-08-2017,50.79,122.7,7.19,27.91,8.5,16.44,0,6.77,9.68,134
Thiruvananthapuram,15-08-2017,26.05,61.52,1.74,6.57,4.91,16.44,0.92,4.47,20.27,82
Visakhapatnam,15-08-2017,26.05,61.52,1.74,6.57,0,16.44,0,4.47,20.27,82
Ahmedabad,16-08-2017,26.05,61.52,1.74,6.57,0,16.44,0,4.47,20.27,82
Amritsar,16-08-2017,33.27,136.51,3.53,14.03,0,10.81,0.78,6.62,15.03,120
Bengaluru,16-08-2017,17.91,60.6,7.34,24.95,0,24.61,1.01,5.43,20.51,65
Chennai,16-08-2017,39.27,60.6,3.54,10.36,6.92,24.61,0.6,4.73,19.78,101
Delhi,16-08-2017,35.23,60.6,15.5,64.66,7.81,23.94,0,4.73,19.78,53
Gurugram,16-08-2017,42.61,60.6,0.4,28.7,7.81,23.94,0.89,6.57,44.45,65
Hyderabad,16-08-2017,20.12,56.17,7.78,12.73,6.88,4.92,0.18,4.97,32.41,63
Jaipur,16-08-2017,43.4,123.6,2.68,30.61,6.88,16.53,0.57,5.54,24.37,112
Jorapokhar,16-08-2017,43.4,59.33,6.89,7.7,6.88,16.53,0.57,11.07,24.37,112
Lucknow,16-08-2017,67.23,59.33,6.26,41.39,6.88,16.53,1.71,7.68,6.52,97
Mumbai,16-08-2017,67.23,59.33,6.26,41.39,6.88,16.53,0,7.68,6.52,97
Patna,16-08-2017,67.23,59.33,6.26,41.39,6.88,16.53,0,7.68,6.52,97
Thiruvananthapuram,16-08-2017,20.75,44.38,1.75,5.95,4.57,16.53,0.93,3.45,13.81,58
Visakhapatnam,16-08-2017,20.75,44.38,1.75,5.95,0,16.53,0,3.45,13.81,58
Ahmedabad,17-08-2017,20.75,44.38,1.75,5.95,0,16.53,0,3.45,13.81,58
Amritsar,17-08-2017,43.31,206.85,6.22,11.98,0,10.46,0.8,6.04,12.63,146
Bengaluru,17-08-2017,18.42,78.23,5.51,29.56,0,24.71,1.25,4.51,21.86,70
Chennai,17-08-2017,42.01,78.23,3.65,10.3,6.96,24.71,0.37,5.8,14.83,99
Delhi,17-08-2017,39.6,78.23,20.73,68.78,8.36,26.78,0,5.8,14.83,66
Gurugram,17-08-2017,68.96,78.23,3.79,24.86,8.36,26.78,0.96,5.28,34.76,104
Hyderabad,17-08-2017,21.77,76.01,7.96,15.13,7.23,6,0.17,5.32,32.76,70
Jaipur,17-08-2017,21.77,76.01,7.96,15.13,7.23,6,0,5.32,32.76,117
Jorapokhar,17-08-2017,21.77,79.33,6.8,8.06,7.23,6,0.27,11.9,32.76,78
Lucknow,17-08-2017,76.76,79.33,4.81,43.53,7.23,6,3.77,10.36,5.69,172
Mumbai,17-08-2017,76.76,79.33,4.81,43.53,7.23,6,0,10.36,5.69,172
Patna,17-08-2017,76.76,79.33,4.81,43.53,7.23,6,0,10.36,5.69,172
Thiruvananthapuram,17-08-2017,22.3,47.14,1.83,7.16,5.28,6,0.99,3.91,21.56,60
Visakhapatnam,17-08-2017,22.3,47.14,1.83,7.16,0,6,0,3.91,21.56,60
Ahmedabad,18-08-2017,22.3,47.14,1.83,7.16,0,6,0,3.91,21.56,60
Amritsar,18-08-2017,41.05,209.7,10.68,8.86,0,10.79,0.77,7.4,8.45,176
Bengaluru,18-08-2017,14.92,57.1,7.89,30.9,0,24.69,0.61,4.3,21.39,64
Chennai,18-08-2017,14.92,57.1,7.89,30.9,0,24.69,0,4.3,21.39,76
Delhi,18-08-2017,46.25,57.1,22.87,60.15,8.16,24.79,0,4.3,21.39,70
Gurugram,18-08-2017,73.17,57.1,4.12,24.89,8.16,24.79,0.88,6.47,38.85,143
Hyderabad,18-08-2017,26.6,80.23,8.15,16.09,7.37,5.61,0.17,4.95,29.62,85
Jaipur,18-08-2017,26.6,80.23,8.15,16.09,7.37,5.61,0,4.95,29.62,85
Jorapokhar,18-08-2017,26.6,88.58,8.15,16.09,7.37,5.61,0.32,11.7,29.62,85
Lucknow,18-08-2017,39.01,88.58,7.95,57.74,7.37,5.61,2.05,6.94,5.22,129
Mumbai,18-08-2017,39.01,88.58,7.95,57.74,7.37,5.61,0,6.94,5.22,129
Patna,18-08-2017,39.01,88.58,7.95,57.74,7.37,5.61,0,6.94,5.22,129
Thiruvananthapuram,18-08-2017,13.49,28.83,1.88,6.05,4.69,5.61,0.9,4.34,19.78,57
Visakhapatnam,18-08-2017,13.49,28.83,1.88,6.05,0,5.61,0,4.34,19.78,57
Ahmedabad,19-08-2017,13.49,28.83,1.88,6.05,0,5.61,0,4.34,19.78,57
Amritsar,19-08-2017,28.53,139.39,11.14,8.75,0,10.59,0.68,7.81,6.39,156
Bengaluru,19-08-2017,18.66,53.12,9.13,27.62,0,24.52,0.68,4.7,20.13,57
Chennai,19-08-2017,18.66,53.12,9.13,27.62,0,24.52,0,4.7,20.13,57
Delhi,19-08-2017,35.48,53.12,42.02,39.67,10.06,24.34,0,4.7,20.13,70
Gurugram,19-08-2017,61.04,53.12,4.03,24.97,10.06,24.34,1,6.9,29.56,130
Hyderabad,19-08-2017,17.35,36.53,7.61,11.78,5.8,5.09,0.12,4.84,32.33,65
Jaipur,19-08-2017,17.35,36.53,7.61,11.78,5.8,5.09,0,4.84,32.33,65
Jorapokhar,19-08-2017,17.35,36.53,7.61,11.78,5.8,5.09,0,4.84,32.33,65
Lucknow,19-08-2017,44.23,36.53,3.71,16.23,5.8,5.09,1.12,3,11.1,66
Mumbai,19-08-2017,44.23,36.53,3.71,16.23,5.8,5.09,0,3,11.1,66
Patna,19-08-2017,44.23,36.53,3.71,16.23,5.8,5.09,0,3,11.1,66
Thiruvananthapuram,19-08-2017,12.91,37.2,1.88,6.51,4.97,5.09,0.92,2.99,13.21,56
Visakhapatnam,19-08-2017,12.91,37.2,1.88,6.51,0,5.09,0,2.99,13.21,56
Ahmedabad,20-08-2017,12.91,37.2,1.88,6.51,0,5.09,0,2.99,13.21,56
Amritsar,20-08-2017,23.58,69.33,11.5,8.85,0,11.29,0.61,8.28,6.93,85
Bengaluru,20-08-2017,10.89,61.8,16.11,29.64,0,24.3,1.02,4.93,11.17,63
Chennai,20-08-2017,10.89,61.8,16.11,29.64,0,24.3,0,4.93,11.17,63
Delhi,20-08-2017,22.15,61.8,30.13,30.28,7.46,17.65,0,4.93,11.17,63
Gurugram,20-08-2017,41.14,61.8,3.76,24.95,7.46,17.65,0.77,6.2,42.63,83
Hyderabad,20-08-2017,7.42,10.54,6.9,8.85,5.15,4.45,0.15,4.18,37.5,59
Jaipur,20-08-2017,7.42,10.54,6.9,8.85,5.15,4.45,0,4.18,37.5,59
Jorapokhar,20-08-2017,7.42,10.54,6.9,8.85,5.15,4.45,0,4.18,37.5,59
Lucknow,20-08-2017,45.75,10.54,2.89,13.93,5.15,4.45,2.68,2.61,8.87,110
Mumbai,20-08-2017,45.75,10.54,2.89,13.93,5.15,4.45,0,2.61,8.87,110
Patna,20-08-2017,45.75,10.54,2.89,13.93,5.15,4.45,0,2.61,8.87,110
Thiruvananthapuram,20-08-2017,12.49,34.71,1.91,5.47,4.46,4.45,0.88,2.41,16.58,55
Visakhapatnam,20-08-2017,12.49,34.71,1.91,5.47,0,4.45,0,2.41,16.58,55
Ahmedabad,21-08-2017,12.49,34.71,1.91,5.47,0,4.45,0,2.41,16.58,55
Amritsar,21-08-2017,36.83,96.84,11.48,9.19,0,11.48,0.7,6.76,7.43,94
Bengaluru,21-08-2017,14.53,88.86,11.74,28.09,0,24.48,0.95,4.92,16.04,48
Chennai,21-08-2017,34.46,88.86,3.61,10.23,6.89,24.48,0.28,5.85,14.86,48
Delhi,21-08-2017,25.5,88.86,18.02,24.42,1.44,12.14,0,5.85,14.86,42
Gurugram,21-08-2017,46.25,88.86,4.14,24.74,1.44,12.14,1,6.48,30.77,68
Hyderabad,21-08-2017,10.89,26.2,5.41,11.31,5.21,4.27,0.16,4.88,38.36,62
Jaipur,21-08-2017,34.1,88.05,2.49,31.26,5.21,16.61,0.39,11.16,26.18,62
Jorapokhar,21-08-2017,34.1,59.42,7.01,8.35,5.21,16.61,0.25,12.18,26.18,62
Lucknow,21-08-2017,47.44,59.42,6.93,40.65,5.21,16.61,0.88,6.18,13.03,72
Mumbai,21-08-2017,47.44,59.42,6.93,40.65,5.21,16.61,0,6.18,13.03,72
Patna,21-08-2017,47.44,59.42,6.93,40.65,5.21,16.61,0,6.18,13.03,72
Thiruvananthapuram,21-08-2017,10.66,27.65,1.57,6.45,4.69,16.61,0.95,4.88,16.88,58
Visakhapatnam,21-08-2017,10.66,27.65,1.57,6.45,0,16.61,0,4.88,16.88,58
Ahmedabad,22-08-2017,10.66,27.65,1.57,6.45,0,16.61,0,4.88,16.88,58
Amritsar,22-08-2017,31.97,73.55,11.52,8.84,0,11.11,0.66,7.8,7.32,74
Bengaluru,22-08-2017,18.87,89.66,11.4,26.93,0,24.4,0.89,5.08,20.89,63
Chennai,22-08-2017,29.83,89.66,5.31,13.63,9.64,24.4,0.59,5.05,13.04,90
Delhi,22-08-2017,46,89.66,14.5,38.7,0.25,15.5,0,5.05,13.04,90
Gurugram,22-08-2017,66.42,89.66,4.14,24.89,0.25,15.5,0.94,6.51,37.33,95
Hyderabad,22-08-2017,12.56,37.28,10.15,15.13,8.15,4.52,0.19,6.04,31.68,60
Jaipur,22-08-2017,34.1,101.56,2.42,30.02,8.15,16.23,0.62,9.28,25.1,95
Jorapokhar,22-08-2017,34.1,44.52,6.08,6.95,8.15,16.23,0.3,21.06,25.1,95
Lucknow,22-08-2017,43.99,44.52,12.14,47.89,8.15,16.23,1.23,6.19,14.16,75
Mumbai,22-08-2017,43.99,44.52,12.14,47.89,8.15,16.23,0,6.19,14.16,75
Patna,22-08-2017,43.99,44.52,12.14,47.89,8.15,16.23,0,6.19,14.16,75
Thiruvananthapuram,22-08-2017,11.18,22.79,1.98,5.06,4.05,16.23,0.88,3.49,13.82,54
Visakhapatnam,22-08-2017,11.18,22.79,1.98,5.06,0,16.23,0,3.49,13.82,54
Ahmedabad,23-08-2017,11.18,22.79,1.98,5.06,0,16.23,0,3.49,13.82,54
Amritsar,23-08-2017,28.94,87.82,10.77,8.4,0,10.79,0.61,5.5,11.8,82
Bengaluru,23-08-2017,18.18,75.76,9.12,26.59,0,24.3,0.85,4.21,27.15,62
Chennai,23-08-2017,36.03,75.76,7.72,15.48,11.02,24.3,0.63,5.59,14.83,86
Delhi,23-08-2017,36.54,75.76,31.42,43.43,4.7,22.33,0,5.59,14.83,86
Gurugram,23-08-2017,64.36,75.76,3.88,25.01,4.7,22.33,0.95,5.83,19.78,135
Hyderabad,23-08-2017,15.41,54.16,9.06,16.07,7.95,4.72,0.16,5.01,31.8,62
Jaipur,23-08-2017,34.1,71.91,2.7,30.72,7.95,16.55,0.69,8.82,21.75,88
Jorapokhar,23-08-2017,34.1,71.91,2.7,30.72,7.95,16.55,0.69,8.82,21.75,88
Lucknow,23-08-2017,43.33,71.91,22.04,46.85,7.95,16.55,1.32,6.27,8.38,75
Mumbai,23-08-2017,43.33,71.91,22.04,46.85,7.95,16.55,0,6.27,8.38,75
Patna,23-08-2017,43.33,71.91,22.04,46.85,7.95,16.55,0,6.27,8.38,75
Thiruvananthapuram,23-08-2017,17.58,43.83,1.88,6.14,4.77,16.55,0.93,4.03,6.26,54
Visakhapatnam,23-08-2017,17.58,43.83,1.88,6.14,0,16.55,0,4.03,6.26,54
Ahmedabad,24-08-2017,17.58,43.83,1.88,6.14,0,16.55,0,4.03,6.26,54
Amritsar,24-08-2017,47.34,109.02,10.16,7.75,0,11.95,0.65,6.26,10.72,101
Bengaluru,24-08-2017,59.05,66.25,11.58,27.01,0,24.49,0.71,4.66,21.84,68
Chennai,24-08-2017,32.77,66.25,3.82,10.62,7.23,24.49,0.87,5.43,13.46,91
Delhi,24-08-2017,47.79,66.25,34.6,45.26,6.63,23.83,0,5.43,13.46,58
Gurugram,24-08-2017,67.82,66.25,3.97,24.97,6.63,23.83,0.91,8.34,36.38,98
Hyderabad,24-08-2017,23.63,60.91,6.7,17.43,7.09,5.14,0.21,4.59,31.39,72
Jaipur,24-08-2017,34.1,87.22,2.84,31.43,7.09,16.81,0.72,8.46,20.05,76
Jorapokhar,24-08-2017,34.1,39.51,7.14,9.02,7.09,16.81,0.33,15.69,20.05,76
Lucknow,24-08-2017,49.51,39.51,19.4,32.88,7.09,16.81,1.1,6.1,12.04,73
Mumbai,24-08-2017,49.51,39.51,19.4,32.88,7.09,16.81,0,6.1,12.04,73
Patna,24-08-2017,49.51,39.51,19.4,32.88,7.09,16.81,0,6.1,12.04,73
Thiruvananthapuram,24-08-2017,24.04,63.07,1.89,6.59,5.05,16.81,1.01,3.47,27.62,93
Visakhapatnam,24-08-2017,24.04,63.07,1.89,6.59,0,16.81,0,3.47,27.62,93
Ahmedabad,25-08-2017,24.04,63.07,1.89,6.59,0,16.81,0,3.47,27.62,93
Amritsar,25-08-2017,38.36,94.01,10.19,8.41,0,12.13,0.67,8.64,10.34,106
Bengaluru,25-08-2017,97.97,49.59,8.83,25.15,0,24.22,0.57,4.71,19.86,172
Chennai,25-08-2017,56.97,49.59,4.3,11.07,7.78,24.22,0.44,4.64,13.89,91
Delhi,25-08-2017,51.33,49.59,24.48,39.3,3.85,18.75,0,4.64,13.89,104
Gurugram,25-08-2017,87.97,49.59,4.26,24.94,3.85,18.75,0.79,7.36,44.42,176
Hyderabad,25-08-2017,13.53,32.41,7.91,11.42,6.48,8.07,0.18,3.8,33.12,72
Jaipur,25-08-2017,34.1,78.76,2.75,31.04,6.48,16.68,0.68,8.07,18.91,88
Jorapokhar,25-08-2017,34.1,38.25,6.27,6.6,6.48,16.68,0.13,11.17,18.91,88
Lucknow,25-08-2017,34.82,38.25,14.23,50.54,6.48,16.68,1.15,6.41,11.49,76
Mumbai,25-08-2017,34.82,38.25,14.23,50.54,6.48,16.68,0,6.41,11.49,76
Patna,25-08-2017,34.82,38.25,14.23,50.54,6.48,16.68,0,6.41,11.49,76
Thiruvananthapuram,25-08-2017,20.15,54.52,1.92,5.74,4.61,16.68,1.02,4.07,7.17,68
Visakhapatnam,25-08-2017,20.15,54.52,1.92,5.74,0,16.68,0,4.07,7.17,68
Ahmedabad,26-08-2017,20.15,54.52,1.92,5.74,0,16.68,0,4.07,7.17,68
Amritsar,26-08-2017,25.91,67.56,10.58,8.44,0,11.97,0.69,6.48,8.18,69
Bengaluru,26-08-2017,14.19,72.62,9.51,26.25,0,25.06,0.97,4.61,19.83,91
Chennai,26-08-2017,41.58,72.62,5.37,12.14,8.9,25.06,0.53,5.23,16.03,81
Delhi,26-08-2017,62.33,72.62,40.14,37.65,2.06,23.26,0,5.23,16.03,81
Gurugram,26-08-2017,111.01,72.62,3.89,25,2.06,23.26,0.94,6.73,39.49,244
Hyderabad,26-08-2017,11.58,21.88,7.99,9.53,6.55,9.01,0.12,3.99,31.66,55
Jaipur,26-08-2017,34.1,111.8,2.62,31.13,6.55,16.64,0.65,8.04,21.13,91
Jorapokhar,26-08-2017,34.1,111.8,2.62,31.13,6.55,16.64,0.65,8.04,21.13,91
Lucknow,26-08-2017,36.6,111.8,21.37,29.57,6.55,16.64,1.24,5.98,12.11,63
Mumbai,26-08-2017,36.6,111.8,21.37,29.57,6.55,16.64,0,5.98,12.11,63
Patna,26-08-2017,36.6,111.8,21.37,29.57,6.55,16.64,0,5.98,12.11,63
Thiruvananthapuram,26-08-2017,13.5,51.49,1.98,4.72,4.1,16.64,0.97,2.73,3.95,62
Visakhapatnam,26-08-2017,13.5,51.49,1.98,4.72,0,16.64,0,2.73,3.95,62
Ahmedabad,27-08-2017,13.5,51.49,1.98,4.72,0,16.64,0,2.73,3.95,62
Amritsar,27-08-2017,29.99,90.31,10.36,8.33,0,11.01,0.7,7.39,10.49,82
Bengaluru,27-08-2017,11.71,48.41,11.76,26.08,0,24.2,0.67,4.85,7.65,39
Chennai,27-08-2017,34.32,48.41,7.46,11.56,7.65,24.2,0.52,5.08,17.52,81
Delhi,27-08-2017,34.3,48.41,62.68,34.06,4.55,29.19,0,5.08,17.52,81
Gurugram,27-08-2017,111.01,48.41,3.86,24.98,4.55,29.19,0.94,6.78,50.84,270
Hyderabad,27-08-2017,13.1,22.77,7.64,10.5,5.99,6.07,0.17,4.87,30.92,52
Jaipur,27-08-2017,34.1,105.38,2.58,30.39,5.99,16.45,0.61,8.53,22.05,107
Jorapokhar,27-08-2017,34.1,105.38,2.58,30.39,5.99,16.45,0.61,8.53,22.05,107
Lucknow,27-08-2017,21.59,105.38,24.06,72.49,5.99,16.45,1.29,5.97,13.56,56
Mumbai,27-08-2017,21.59,105.38,24.06,72.49,5.99,16.45,0,5.97,13.56,56
Patna,27-08-2017,21.59,105.38,24.06,72.49,5.99,16.45,0,5.97,13.56,56
Thiruvananthapuram,27-08-2017,8.98,33.47,2.05,4.48,4.05,16.45,0.91,4.6,2.62,55
Visakhapatnam,27-08-2017,8.98,33.47,2.05,4.48,0,16.45,0,4.6,2.62,55
Ahmedabad,28-08-2017,8.98,33.47,2.05,4.48,0,16.45,0,4.6,2.62,55
Amritsar,28-08-2017,28.77,88.13,10.17,7.76,0,10.73,0.68,6.21,8.66,94
Bengaluru,28-08-2017,17.58,89.92,15.21,28.01,0,24.36,0.86,5.52,13.12,47
Chennai,28-08-2017,79.2,89.92,6,8.35,7.57,24.36,0.27,5.25,28.73,109
Delhi,28-08-2017,23.82,89.92,20.79,27.89,2.43,15.6,0,2.34,13.61,109
Gurugram,28-08-2017,6.42,89.92,17.25,29,2.43,15.6,0.75,2.46,17.97,109
Hyderabad,28-08-2017,8.26,12.31,7.31,9.12,5.48,6.84,0.17,4.25,31.84,56
Jaipur,28-08-2017,28.79,107.75,2.42,26.11,5.48,15.14,0.86,9.26,20.16,118
Jorapokhar,28-08-2017,28.79,107.75,7.66,6.9,5.48,15.14,0.28,7.77,20.16,118
Lucknow,28-08-2017,11.61,107.75,11.22,17.95,5.48,15.14,1.34,6.46,13.54,50
Mumbai,28-08-2017,11.61,107.75,11.22,17.95,5.48,15.14,0,6.46,13.54,50
Patna,28-08-2017,11.61,107.75,11.22,17.95,5.48,15.14,0,6.46,13.54,50
Thiruvananthapuram,28-08-2017,9.04,24.65,1.86,6.43,4.92,15.14,1,3.69,4.14,57
Visakhapatnam,28-08-2017,9.04,24.65,1.86,6.43,0,15.14,0,3.69,4.14,57
Ahmedabad,29-08-2017,9.04,24.65,1.86,6.43,0,15.14,0,3.69,4.14,57
Amritsar,29-08-2017,18.41,56.07,10.6,8.03,0,10.48,0.71,5.59,7.79,67
Bengaluru,29-08-2017,16.33,100.74,15.67,28.51,0,24.61,1.01,4.79,14.98,57
Chennai,29-08-2017,37.1,100.74,6.5,9.64,8.38,24.61,0.24,5.26,33.28,127
Delhi,29-08-2017,15.23,100.74,22.97,69.8,4.74,27.77,0,5.26,33.28,127
Gurugram,29-08-2017,949.99,100.74,26.31,28.34,4.74,27.77,0.92,7.44,29.91,127
Hyderabad,29-08-2017,6.57,11.4,7.4,9.26,5.74,6.45,0.12,4.4,35.24,56
Jaipur,29-08-2017,28.29,82.67,4.54,27.59,5.74,17.29,0.79,7.86,20.25,56
Jorapokhar,29-08-2017,28.29,82.67,4.54,27.59,5.74,17.29,0.79,7.86,20.25,56
Lucknow,29-08-2017,22.21,82.67,5.27,15.26,5.74,17.29,1.13,4.85,18.2,41
Mumbai,29-08-2017,22.21,82.67,5.27,15.26,5.74,17.29,0,4.85,18.2,41
Patna,29-08-2017,22.21,82.67,5.27,15.26,5.74,17.29,0,4.85,18.2,41
Thiruvananthapuram,29-08-2017,9.19,22.29,1.88,6.86,5.13,17.29,0.95,3.78,3.7,64
Visakhapatnam,29-08-2017,9.19,22.29,1.88,6.86,0,17.29,0,3.78,3.7,64
Ahmedabad,30-08-2017,9.19,22.29,1.88,6.86,0,17.29,0,3.78,3.7,64
Amritsar,30-08-2017,25.56,69.8,10.87,8.16,0,10.16,0.86,5.43,9.76,61
Bengaluru,30-08-2017,20.42,90.87,10.24,26.31,0,24.58,0.85,4.85,16.33,56
Chennai,30-08-2017,61.29,90.87,5.43,10.22,7.72,24.58,0.42,5.12,29.77,92
Delhi,30-08-2017,20.5,90.87,24.34,101.89,7.26,38.09,0,5.12,29.77,73
Gurugram,30-08-2017,643.71,90.87,43.86,32.66,7.26,38.09,0.99,5.97,30.46,891
Hyderabad,30-08-2017,12.26,33.08,7.27,10.14,5.8,5.73,0.17,4.36,32.5,56
Jaipur,30-08-2017,25.35,73.02,4.4,26.68,5.8,17.11,0.64,9.02,36.12,115
Jorapokhar,30-08-2017,25.35,73.02,4.4,26.68,5.8,17.11,0.64,9.02,36.12,115
Lucknow,30-08-2017,33.11,73.02,9.59,13.48,5.8,17.11,1.65,4.41,26.77,55
Mumbai,30-08-2017,33.11,73.02,9.59,13.48,5.8,17.11,0,4.41,26.77,55
Patna,30-08-2017,33.11,73.02,9.59,13.48,5.8,17.11,0,4.41,26.77,55
Thiruvananthapuram,30-08-2017,12.52,34.19,1.77,7.47,5.37,17.11,0.92,3.21,5.1,58
Visakhapatnam,30-08-2017,12.52,34.19,1.77,7.47,0,17.11,0,3.21,5.1,58
Ahmedabad,31-08-2017,12.52,34.19,1.77,7.47,0,17.11,0,3.21,5.1,58
Amritsar,31-08-2017,36.13,84.72,10.62,7.73,0,10.15,0.72,5.47,8.4,80
Bengaluru,31-08-2017,24.96,111.68,7.86,26.74,0,24.78,0.77,5.48,24.66,69
Chennai,31-08-2017,40.37,111.68,7.63,10.36,9.47,24.78,0.27,4.91,40.89,93
Delhi,31-08-2017,41.62,60.15,16.56,50.7,28.34,25.08,0.76,4.91,27.78,94
Gurugram,31-08-2017,33.26,60.15,17.52,26.35,28.34,25.08,0.91,14.9,18.97,242
Hyderabad,31-08-2017,14.63,49.77,8.41,13.14,7.37,6.68,0.21,12.8,30.67,60
Jaipur,31-08-2017,22.64,62.19,4.24,25.78,7.37,16.8,0.55,9.18,172.28,130
Jorapokhar,31-08-2017,22.64,62.19,4.24,25.78,7.37,16.8,0.55,9.18,172.28,130
Lucknow,31-08-2017,31.44,62.19,7.56,16.14,7.37,16.8,4.68,4.64,19.36,108
Mumbai,31-08-2017,31.44,62.19,7.56,16.14,7.37,16.8,0,4.64,19.36,108
Patna,31-08-2017,31.44,62.19,7.56,16.14,7.37,16.8,0,4.64,19.36,108
Thiruvananthapuram,31-08-2017,17.94,48.67,1.89,6.53,5.01,16.8,0.98,3.69,7.45,60
Visakhapatnam,31-08-2017,17.94,48.67,1.89,6.53,0,16.8,0,3.69,7.45,60
Ahmedabad,1/9/2017,17.94,48.67,1.89,6.53,0,16.8,0,3.69,7.45,60
Amritsar,1/9/2017,32.01,57.41,10.85,7.65,0,11,0.59,7.43,5.76,70
Bengaluru,1/9/2017,158.67,86.06,12.57,26.66,0,24.45,1.25,4.92,13.48,200
Chennai,1/9/2017,37.18,86.06,6.7,11.24,9.09,24.45,0.3,4.92,35.94,84
Delhi,1/9/2017,25.58,41.64,23.55,26.64,12.21,17.6,0.54,4.92,24.03,91
Gurugram,1/9/2017,34.03,41.64,10.76,26.14,12.21,17.6,0.9,3.96,12.36,58
Hyderabad,1/9/2017,19.92,63.66,9.38,14.34,7.62,5.56,0.23,5.16,35.74,71
Jaipur,1/9/2017,22.13,129.39,4.34,26.03,7.62,16.89,0.55,9.04,109.72,184
